ID,Year,Week_Number,Date,Rental_Company,Equipment_Type,Equipment_Number,Equipment_Description,Date_Rental_Started,Projected_End_Date,PO_Number,Service_Now_Request_Number,Monthly_Rate ($),Comments
"148","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Stake Bed Truck","3562","12ft CC STAKEBED","2/17/2025 12:00:00 AM","2/16/2026 12:00:00 AM","B973887","390792","1300.00",""
"149","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Stake Bed Truck","3563","12ft CC STAKEBED","2/17/2025 12:00:00 AM","2/16/2026 12:00:00 AM","B976116","391034","1300.00",""
"150","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","3564","1500 CC 4X4","1/31/2025 12:00:00 AM","1/30/2026 12:00:00 AM","B972577","390592","913.55",""
"151","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","3567","COLORADO CC","9/10/2024 12:00:00 AM","9/9/2025 12:00:00 AM","B949430","371872","830.50",""
"152","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","3572","1/2 TON REG CAB","4/30/2025 12:00:00 AM","10/29/2025 12:00:00 AM","B986028","23015","642.51",""
"153","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","3581","1500 CC","12/17/2024 12:00:00 AM","12/16/2025 12:00:00 AM","B976442","391318","913.55",""
"154","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","3590","CHEVY 1500CC 4X4","2/20/2025 12:00:00 AM","2/19/2026 12:00:00 AM","B976117","390199","913.55",""
"155","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Stake Bed Truck","3613","12ft STAKEBED CC","2/18/2025 12:00:00 AM","2/17/2026 12:00:00 AM","B972925","390675","1300.00",""
"156","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Stake Bed Truck","3614","14ft STAKEBED","1/27/2025 12:00:00 AM","7/26/2025 12:00:00 AM","B961312","387109","1300.00",""
"157","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Stake Bed Truck","3618","14ft STAKEBED CC","2/24/2025 12:00:00 AM","2/26/2026 12:00:00 AM","B972456","390311","1300.00",""
"158","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Stake Bed Truck","3619","14ft STAKEBED CC","4/9/2025 12:00:00 AM","4/8/2026 12:00:00 AM","B970893","389114","1300.00",""
"159","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","3657","1/2 TON CC 4X4","2/15/2025 12:00:00 AM","8/14/2025 12:00:00 AM","B982488","392336","913.55",""
"160","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","3675","1/2 TON CC 4X4","4/28/2025 12:00:00 AM","10/27/2025 12:00:00 AM","B987440","23829","913.55",""
"161","2025","24","6/13/2025 12:00:00 AM","Alta Equipment Company","Manlift","EQ127757","1350SJP","12/19/2022 12:00:00 AM","12/20/2025 12:00:00 AM","B970908","390185","6390.00","OLD PO-B916454"
"162","2025","24","6/13/2025 12:00:00 AM","Alta Equipment Company","Manlift","EQ124240","S-85","12/19/2022 12:00:00 AM","12/20/2025 12:00:00 AM","B970335","39018512","2700.00","OLD PO-B916054 SWAP ON 860SJ EQ140169 DUE TO ENGINE DAMAGES"
"163","2025","24","6/13/2025 12:00:00 AM","Alta Equipment Company","Manlift","EQ91496","S-60X","4/19/2022 12:00:00 AM","6/18/2025 12:00:00 AM","B982666","392291","1494.00","OLD PO B916696"
"164","2025","24","6/13/2025 12:00:00 AM","Alta Equipment Company","Skid Steer","EQ111524","TL12","12/1/2022 12:00:00 AM","NULL","B970909","430957","1348.30","OLD PO-B911994"
"165","2025","24","6/13/2025 12:00:00 AM","Alta Equipment Company","Telehandler","EQ241933","G5-18","4/3/2024 12:00:00 AM","6/3/2025 12:00:00 AM","B979656","431541","1406.50",""
"166","2025","24","6/13/2025 12:00:00 AM","Alta Equipment Company","Manlift","EQ241856","600AJ","4/23/2024 12:00:00 AM","NULL","B932808","","1494.00","RON CHAPMAN 219-787-2312"
"167","2025","24","6/13/2025 12:00:00 AM","Alta Equipment Company","Manlift","EQ0079810","Z62/40","3/8/2024 12:00:00 AM","9/10/2025 12:00:00 AM","B951227","","1494.00",""
"168","2025","24","6/13/2025 12:00:00 AM","Alta Equipment Company","Light Tower","EQ189020","EL1000","11/22/2024 12:00:00 AM","2/22/2026 12:00:00 AM","B977847","391601","375.00",""
"169","2025","24","6/13/2025 12:00:00 AM","Alta Equipment Company","Light Tower","EQ189023","EL1000","11/22/2024 12:00:00 AM","2/18/2026 12:00:00 AM","B977847","391601","375.00",""
"170","2025","24","6/13/2025 12:00:00 AM","Alta Equipment Company","Manlift","EQ1826222","450AJ ","12/5/2024 12:00:00 AM","1/5/2025 12:00:00 AM","B965244","388781","1003.50",""
"171","2025","24","6/13/2025 12:00:00 AM","Alta Equipment Company","Welding Equipment","EQ337697","WELDER ","12/5/2024 12:00:00 AM","1/5/2025 12:00:00 AM","B965244","388781","180.00",""
"172","2025","24","6/13/2025 12:00:00 AM","Alta Equipment Company","Telehandler","EQ0241969","FORKLIFT ","1/21/2025 12:00:00 AM","1/21/2026 12:00:00 AM","B970037","389962","2515.21",""
"173","2025","24","6/13/2025 12:00:00 AM","Alta Equipment Company","Manlift","EQ241842","450AJ ","2/7/2025 12:00:00 AM","9/9/2025 12:00:00 AM","B973767","390682","1003.50",""
"174","2025","24","6/13/2025 12:00:00 AM","Alta Equipment Company","Manlift","EQ0242544","Z34","3/11/2025 12:00:00 AM","4/11/2025 12:00:00 AM","B979564","391956","922.50",""
"175","2025","24","6/13/2025 12:00:00 AM","Alta Equipment Company","Light Tower","EQ0252554","TRIME EL1250 LITGHTTOWER ","3/14/2025 12:00:00 AM","9/14/2025 12:00:00 AM","B980402","392099","375.00",""
"176","2025","24","6/13/2025 12:00:00 AM","Calumet Lift Truck Service","Walkie Pallet Stacker","98386915","4500 WALKIE","3/13/2017 12:00:00 AM","12/12/2025 12:00:00 AM","B977836","","450.00",""
"177","2025","24","6/13/2025 12:00:00 AM","Calumet Lift Truck Service","Forklift","N14EF0000900","6500 PNEU DC","1/31/2024 12:00:00 AM","7/30/2025 12:00:00 AM","B980842","","1425.00",""
"178","2025","24","6/13/2025 12:00:00 AM","Calumet Lift Truck Service","Forklift","AT14G50486","6000 PNEU DC","3/14/2018 12:00:00 AM","10/13/2025 12:00:00 AM","B983847","","1400.00"," "
"179","2025","24","6/13/2025 12:00:00 AM","Calumet Lift Truck Service","Walkie Pallet Stacker","3301700644","3,300 LB STACKER","3/25/2022 12:00:00 AM","3/24/2026 12:00:00 AM","B977872","","895.00",""
"180","2025","24","6/13/2025 12:00:00 AM","Calumet Lift Truck Service","Forklift","971280","6000 RT HS","9/25/2015 12:00:00 AM","10/24/2025 12:00:00 AM","B983889","","2000.00","ROUGH TERRAIN"
"181","2025","24","6/13/2025 12:00:00 AM","Calumet Lift Truck Service","Reach Truck","2GL02561","4000 REACH","3/26/2013 12:00:00 AM","9/25/2025 12:00:00 AM","B982184","","975.00"," "
"182","2025","24","6/13/2025 12:00:00 AM","Calumet Lift Truck Service","Forklift","V26CF0000273","9000 Pneu D","3/31/2021 12:00:00 AM","3/3/2026 12:00:00 AM","B979115","","1985.00","REPAIR"
"183","2025","24","6/13/2025 12:00:00 AM","Calumet Lift Truck Service","Forklift","V26KF0000259","9000 Pneu D","4/3/2019 12:00:00 AM","4/2/2026 12:00:00 AM","B992153","","1985.00"," "
"184","2025","24","6/13/2025 12:00:00 AM","Calumet Lift Truck Service","Forklift","AT14G50480","9,000 LB PNEU DC","4/7/2022 12:00:00 AM","10/6/2025 12:00:00 AM","B983410","","1985.00",""
"185","2025","24","6/13/2025 12:00:00 AM","Calumet Lift Truck Service","Forklift","AT14G00671","6000 PNEU DCFP","4/11/2019 12:00:00 AM","6/10/2025 12:00:00 AM","B986032","","1215.00",""
"186","2025","24","6/13/2025 12:00:00 AM","Calumet Lift Truck Service","Forklift","AT14G50119","6500 PNEU DFP","4/16/2017 12:00:00 AM","9/15/2025 12:00:00 AM","B979489","","1250.00","CONFINED"
"187","2025","24","6/13/2025 12:00:00 AM","Calumet Lift Truck Service","Forklift","AT14G50268","6000 PNEU D","3/24/2020 12:00:00 AM","4/21/2025 12:00:00 AM","B927626","","1350.00"," "
"188","2025","24","6/13/2025 12:00:00 AM","Calumet Lift Truck Service","Telehandler","160093423","12,000 Telehandler","4/26/2021 12:00:00 AM","10/25/2025 12:00:00 AM","B983409","","4400.00","Telehandler"
"189","2025","24","6/13/2025 12:00:00 AM","Calumet Lift Truck Service","Forklift","AT14G50120","6500 PNEU DFP","4/21/2017 12:00:00 AM","9/30/2025 12:00:00 AM","B979488","","1250.00",""
"190","2025","24","6/13/2025 12:00:00 AM","Calumet Lift Truck Service","Walkie Pallet Stacker","98386914","4500 WALKIE","5/3/2022 12:00:00 AM","11/2/2025 12:00:00 AM","B993360","","450.00",""
"191","2025","24","6/13/2025 12:00:00 AM","Calumet Lift Truck Service","Forklift","AT19F50107","9,000 LB PNEU DCR","5/4/2022 12:00:00 AM","5/3/2026 12:00:00 AM","B993178","","1985.00",""
"192","2025","24","6/13/2025 12:00:00 AM","Calumet Lift Truck Service","Forklift","ATB3150169","6,000 LB ELECTRIC","12/7/2023 12:00:00 AM","11/6/2025 12:00:00 AM","B986139","","1315.00",""
"193","2025","24","6/13/2025 12:00:00 AM","Calumet Lift Truck Service","Forklift","AT14G01222","6,000 LB PNEU DC","5/12/2022 12:00:00 AM","11/11/2025 12:00:00 AM","B995122","","1440.00",""
"194","2025","24","6/13/2025 12:00:00 AM","Calumet Lift Truck Service","Tractor","30183","70000 RAM","2/18/2020 12:00:00 AM","4/17/2026 12:00:00 AM","B992152","","10824.00",""
"195","2025","24","6/13/2025 12:00:00 AM","Calumet Lift Truck Service","Forklift","AT14G00014","6000 PNEU D","5/21/2015 12:00:00 AM","11/20/2025 12:00:00 AM","B986033","","1030.00",""
"196","2025","24","6/13/2025 12:00:00 AM","Calumet Lift Truck Service","Forklift","AT35A07554","6000 Pneu LPG","5/28/2020 12:00:00 AM","11/27/2025 12:00:00 AM","B984454","","850.00","CONFINED"
"197","2025","24","6/13/2025 12:00:00 AM","Calumet Lift Truck Service","Forklift","AT19D50081","9000 Pneu D","11/3/2011 12:00:00 AM","5/31/2026 12:00:00 AM","B992851","","1000.00"," "
"198","2025","24","6/13/2025 12:00:00 AM","Calumet Lift Truck Service","Forklift","V26KF0000276","9000 Pneu D","4/3/2019 12:00:00 AM","10/2/2025 12:00:00 AM","B992959","","1985.00"," "
"199","2025","24","6/13/2025 12:00:00 AM","Calumet Lift Truck Service","Forklift","AT14E01373","6,000 SSR DC","6/5/2024 12:00:00 AM","6/7/2025 12:00:00 AM","B939215","","1440.00",""
"200","2025","24","6/13/2025 12:00:00 AM","Calumet Lift Truck Service","Forklift","AT14E01303","6000 PNEU-DC","3/9/2012 12:00:00 AM","6/8/2026 12:00:00 AM","B992821","","1000.00",""
"201","2025","24","6/13/2025 12:00:00 AM","Calumet Lift Truck Service","Forklift","AT12B00097","8000 Pneu D","4/5/2011 12:00:00 AM","7/4/2025 12:00:00 AM","B946521","","975.00",""
"202","2025","24","6/13/2025 12:00:00 AM","Calumet Lift Truck Service","Forklift","AT19D50082","9000 PNEU D","12/12/2013 12:00:00 AM","7/11/2025 12:00:00 AM","B946520","","1420.00",""
"203","2025","24","6/13/2025 12:00:00 AM","Calumet Lift Truck Service","Forklift","AT19E50115","9,000 PNEU DC","7/13/2021 12:00:00 AM","7/12/2025 12:00:00 AM","B967798","","1688.00",""
"204","2025","24","6/13/2025 12:00:00 AM","Calumet Lift Truck Service","Forklift","A4EC380377","6000 Electric","7/14/2020 12:00:00 AM","7/14/2025 12:00:00 AM","B956849","","900.00",""
"205","2025","24","6/13/2025 12:00:00 AM","Calumet Lift Truck Service","Forklift","AE6AF0000398","6000 Electric","5/14/2025 12:00:00 AM","11/13/2025 12:00:00 AM","B982185","","1315.00"," "
"206","2025","24","6/13/2025 12:00:00 AM","Calumet Lift Truck Service","Forklift","AT14G50181","7000 Pneu DCFP","7/18/2018 12:00:00 AM","7/17/2025 12:00:00 AM","B947344","","1585.00","CONFINED"
"207","2025","24","6/13/2025 12:00:00 AM","Calumet Lift Truck Service","Forklift","V26CH0000090","9,000 LB PNEU DCFP","9/9/2024 12:00:00 AM","7/17/2025 12:00:00 AM","B957978","","1985.00",""
"208","2025","24","6/13/2025 12:00:00 AM","Calumet Lift Truck Service","Forklift","V26HF0000237","9,000 LB PNEU DCFP","9/9/2024 12:00:00 AM","7/17/2025 12:00:00 AM","B957978","","1985.00",""
"209","2025","24","6/13/2025 12:00:00 AM","Calumet Lift Truck Service","Walkie Pallet Stacker","3301800965","3,300 LB STACKER","7/19/2023 12:00:00 AM","7/18/2026 12:00:00 AM","B994297","","895.00",""
"210","2025","24","6/13/2025 12:00:00 AM","Calumet Lift Truck Service","Forklift","Y07AG0000475","3000 ELECTRIC","7/20/2015 12:00:00 AM","7/19/2025 12:00:00 AM","B957974","","1000.00",""
"211","2025","24","6/13/2025 12:00:00 AM","Calumet Lift Truck Service","Walkie Pallet Stacker","3321602139","3,500 LB WALKIE","4/24/2024 12:00:00 AM","7/24/2025 12:00:00 AM","B951225","","895.00",""
"212","2025","24","6/13/2025 12:00:00 AM","Calumet Lift Truck Service","Forklift","AT14E40605","6000 PNEU DC","7/30/2015 12:00:00 AM","7/29/2025 12:00:00 AM","B960025","","1200.00",""
"213","2025","24","6/13/2025 12:00:00 AM","Calumet Lift Truck Service","Forklift","AT14G00039","6000 PNEU DC","2/1/2016 12:00:00 AM","7/31/2025 12:00:00 AM","B952393","","1200.00",""
"214","2025","24","6/13/2025 12:00:00 AM","Calumet Lift Truck Service","Forklift","N04TE0005212","6000 PNEU DC","1/14/2015 12:00:00 AM","7/31/2025 12:00:00 AM","B947858","","1200.00"," "
"215","2025","24","6/13/2025 12:00:00 AM","Calumet Lift Truck Service","Forklift","ATB3150161","6000 Elect","6/11/2019 12:00:00 AM","8/4/2025 12:00:00 AM","B951492","","925.00",""
"216","2025","24","6/13/2025 12:00:00 AM","Calumet Lift Truck Service","Forklift","AT19D50370","9000 PNEU DC","7/30/2013 12:00:00 AM","8/7/2025 12:00:00 AM","B951862","","1688.00",""
"217","2025","24","6/13/2025 12:00:00 AM","Calumet Lift Truck Service","Forklift","AT13F60180","7000 PNEU LPG","8/10/2018 12:00:00 AM","8/9/2025 12:00:00 AM","B952392","","1175.00","CONFINED"
"218","2025","24","6/13/2025 12:00:00 AM","Calumet Lift Truck Service","Forklift","AT14G00042","6000 PNEU DC","10/19/2015 12:00:00 AM","8/17/2025 12:00:00 AM","B957975","","1030.00","CONFINED"
"219","2025","24","6/13/2025 12:00:00 AM","Calumet Lift Truck Service","Forklift","AT14G01515","6,000 LB PNEU DC","6/22/2023 12:00:00 AM","8/21/2025 12:00:00 AM","B951863","","1440.00",""
"220","2025","24","6/13/2025 12:00:00 AM","Calumet Lift Truck Service","Forklift","AT14G50487","7,000 PNEU ","8/23/2023 12:00:00 AM","8/22/2025 12:00:00 AM","B962166","","1585.00",""
"221","2025","24","6/13/2025 12:00:00 AM","Calumet Lift Truck Service","Forklift","AT19E50120","12000 PNEU DC","8/27/2024 12:00:00 AM","9/11/2025 12:00:00 AM","B982223","","1688.00",""
"222","2025","24","6/13/2025 12:00:00 AM","Calumet Lift Truck Service","Forklift","A4EC381069","6000 Elect","9/9/2011 12:00:00 AM","9/2/2025 12:00:00 AM","B957746","","925.00"," "
"223","2025","24","6/13/2025 12:00:00 AM","Calumet Lift Truck Service","Forklift","AT19C02407","9,000 PNEU DC","5/10/2021 12:00:00 AM","9/5/2025 12:00:00 AM","B969642","","1688.00",""
"224","2025","24","6/13/2025 12:00:00 AM","Calumet Lift Truck Service","Forklift","AT28C80167","12000 PNEU DC","9/6/2012 12:00:00 AM","9/5/2025 12:00:00 AM","B953433","","1710.00",""
"225","2025","24","6/13/2025 12:00:00 AM","Calumet Lift Truck Service","Tractor","30084","70000 CUSHION","4/9/2021 12:00:00 AM","9/8/2025 12:00:00 AM","B957977","","13950.00","RAM CAMERA"
"226","2025","24","6/13/2025 12:00:00 AM","Calumet Lift Truck Service","Walkie Pallet Stacker","327200893","2200 WALKIE","9/14/2020 12:00:00 AM","9/13/2025 12:00:00 AM","B958403","","600.00",""
"227","2025","24","6/13/2025 12:00:00 AM","Calumet Lift Truck Service","Forklift","N14AF0000858","6500 PNEU D C","3/7/2012 12:00:00 AM","9/13/2025 12:00:00 AM","B958491","","1440.00"," "
"228","2025","24","6/13/2025 12:00:00 AM","Calumet Lift Truck Service","Forklift","H14CJ0000897","3,500 LB PNEU LPG","9/14/2022 12:00:00 AM","9/15/2025 12:00:00 AM","B960604","","1200.00",""
"229","2025","24","6/13/2025 12:00:00 AM","Calumet Lift Truck Service","Forklift","3312101636","3,000 LB ELEC","7/19/2023 12:00:00 AM","9/18/2025 12:00:00 AM","B966580","","895.00",""
"230","2025","24","6/13/2025 12:00:00 AM","Calumet Lift Truck Service","Forklift","AT19E50574","9,000 PNEU DC","9/1/2022 12:00:00 AM","9/30/2025 12:00:00 AM","B957979","","1688.00",""
"231","2025","24","6/13/2025 12:00:00 AM","Calumet Lift Truck Service","Forklift","AT3530623","5000 Pneu LP","1/1/2011 12:00:00 AM","9/30/2025 12:00:00 AM","B958404","","650.00","CONFINED"
"232","2025","24","6/13/2025 12:00:00 AM","Calumet Lift Truck Service","Forklift","AT14E40071","6000 PNEU D","12/12/2014 12:00:00 AM","10/11/2025 12:00:00 AM","B898675","","670.00",""
"233","2025","24","6/13/2025 12:00:00 AM","Calumet Lift Truck Service","Walkie Pallet Stacker","4543069","4000 Walkie","10/7/2014 12:00:00 AM","10/16/2025 12:00:00 AM","B957976","","895.00",""
"234","2025","24","6/13/2025 12:00:00 AM","Calumet Lift Truck Service","Forklift","A4EC340604","6000 Elect","1/17/2013 12:00:00 AM","10/16/2025 12:00:00 AM","B953304","","747.00"," "
"235","2025","24","6/13/2025 12:00:00 AM","Calumet Lift Truck Service","Forklift","AT14E40066","6000 PNEU DC","8/18/2014 12:00:00 AM","10/17/2025 12:00:00 AM","B965708","","780.00"," "
"236","2025","24","6/13/2025 12:00:00 AM","Calumet Lift Truck Service","Forklift","N13CG0001515","6,000 LB PNEU DC","10/18/2023 12:00:00 AM","10/17/2025 12:00:00 AM","B963722","","1585.00",""
"237","2025","24","6/13/2025 12:00:00 AM","Calumet Lift Truck Service","Forklift","V28TF0001054","11000 PNEU DC","3/23/2011 12:00:00 AM","10/31/2025 12:00:00 AM","B958493","","2400.00"," "
"238","2025","24","6/13/2025 12:00:00 AM","Calumet Lift Truck Service","Forklift","000C01078521","11000 PNEU DC","7/26/2023 12:00:00 AM","11/5/2025 12:00:00 AM","B967799","","3258.90","ROUGH TERRAIN"
"239","2025","24","6/13/2025 12:00:00 AM","Calumet Lift Truck Service","Forklift","AT13F40057","6,000 PNEU LPG","11/6/2020 12:00:00 AM","11/5/2025 12:00:00 AM","B965737","","1100.00",""
"240","2025","24","6/13/2025 12:00:00 AM","Calumet Lift Truck Service","Forklift","V28VJ0000437","9,000 PNEU DCFPA","11/6/2020 12:00:00 AM","11/5/2025 12:00:00 AM","B972457","","1985.00",""
"241","2025","24","6/13/2025 12:00:00 AM","Calumet Lift Truck Service","Forklift","AT14G00021","6000 PNEU D","8/7/2015 12:00:00 AM","11/6/2025 12:00:00 AM","B959422","","670.00",""
"242","2025","24","6/13/2025 12:00:00 AM","Calumet Lift Truck Service","Forklift","AT19C70278","9000 Pneu D","3/7/2011 12:00:00 AM","11/6/2025 12:00:00 AM","B963340","","650.00",""
"243","2025","24","6/13/2025 12:00:00 AM","Calumet Lift Truck Service","Forklift","AT14G00040","6,000 PNEU DC","8/22/2023 12:00:00 AM","11/7/2025 12:00:00 AM","B960605","","1440.00",""
"244","2025","24","6/13/2025 12:00:00 AM","Calumet Lift Truck Service","Walkie Pallet Stacker","3292101906","4000 STACKER","1/15/2016 12:00:00 AM","11/14/2025 12:00:00 AM","B965345","","895.00"," "
"245","2025","24","6/13/2025 12:00:00 AM","Calumet Lift Truck Service","Forklift","AT19E50278","9000 Pneu","11/17/2014 12:00:00 AM","11/16/2025 12:00:00 AM","B967797","","1688.00"," "
"246","2025","24","6/13/2025 12:00:00 AM","Calumet Lift Truck Service","Forklift","AT14E30670","6000 PNEU D","7/26/2012 12:00:00 AM","11/25/2025 12:00:00 AM","B963721","","1030.00",""
"247","2025","24","6/13/2025 12:00:00 AM","Calumet Lift Truck Service","Forklift","AT19E50275","9000 PNEU DC","11/30/2018 12:00:00 AM","11/30/2025 12:00:00 AM","B968555","","1688.00",""
"248","2025","24","6/13/2025 12:00:00 AM","Calumet Lift Truck Service","Walkie Pallet Stacker","4457775","WALKIE","12/8/2011 12:00:00 AM","12/7/2025 12:00:00 AM","B970860","","750.00"," "
"249","2025","24","6/13/2025 12:00:00 AM","Calumet Lift Truck Service","Forklift","AT20D10131","15500 PNEU DFP","12/19/2018 12:00:00 AM","12/13/2025 12:00:00 AM","B970896","","2400.00",""
"250","2025","24","6/13/2025 12:00:00 AM","Calumet Lift Truck Service","Forklift","ATB3150160","6000 ELEC","12/19/2012 12:00:00 AM","12/15/2025 12:00:00 AM","B972459","","975.00",""
